v_a,v_b,v_c,i_a,i_b,i_c,p_a,p_b,p_c,q_a,q_b,q_c,freq
225.66426921975224,232.34734380765354,230.8276922383381,52.504928503458764,57.94551387056558,44.69233500673575,10.75331366048104,12.219036804103222,9.362684682928963,4.975225966951213,5.653370776519078,4.331824907709497,50.034644820949694
224.04348251398676,235.8248687682324,243.0292266299627,56.5655360863383,59.0710400914478,57.9468130432256,11.031874082529082,12.126327501844425,12.258946073346973,6.237485387363403,6.856295678258632,6.931278985324308,49.90253183297727
234.70267792481005,245.42188797318835,249.45630217946362,47.54611883997129,46.91070853140592,48.97280150694316,9.494149560106255,9.795085644203326,10.393752748493899,5.8642050090528315,6.050082730969301,6.419858518627804,49.92462638356425
228.67671583381022,217.6060728372548,226.9037777441875,77.20169166589619,77.31956008466287,76.85316222507889,17.477624265705924,16.656893963683736,17.263828131428014,2.4908758399289366,2.373907008849533,2.46040604509601,50.0625667347765
233.70170408973868,197.44486118106428,261.5041047915487,41.532062819315954,37.16602688875625,42.31918440849231,8.82100303461461,6.669059035260102,10.05746175137395,4.049512518085143,3.0616062528442964,4.617141282293043,49.84851527753141
225.58071281899433,179.4513901978114,268.61159184732105,51.53725105945528,59.19186748756893,43.12317226379784,9.162039766287482,8.371009348142554,9.128604879871624,7.15656911802796,6.538686637016787,7.130452763843498,50.0058208718446
236.9100230208597,237.86455125826893,294.2394496956208,55.1503526720866,62.71047751090648,55.2137042076129,11.693634451850789,13.350195226085859,14.540038903110062,5.828437215830414,6.654113827032192,7.247165473784393,50.05137859509122
234.77000881746602,247.88258025406813,219.98228254788577,56.51391251305798,57.13371001072609,56.365045920473015,11.447345761908057,12.219269509088077,10.698043971195936,6.707610746423503,7.159922062050363,6.268554842266272,49.96847307553597
227.32668629074968,226.0736282784688,229.51591756875584,56.86260190374514,56.7604818064507,56.901810280065966,9.885406633738958,9.813261384844218,9.987488284689439,8.32887825941681,8.268092798858335,8.414886420212646,49.83872841288103
226.34816684141433,210.14337731563762,246.95892661549593,52.16458589581975,59.53579702040185,52.24645577665572,9.409129720359669,9.969895129111904,10.282015966327236,7.1331612972225535,7.558283516749116,7.794905642519531,50.00455718399038
232.21037008433365,216.6252702981662,225.4610237427595,43.38213535231612,50.67477516137405,41.9868782711377,7.807914892463753,8.508313491419436,7.337153344737123,6.365339179986093,6.936333447334361,5.981554652945781,50.085243333479625
238.8272712014055,279.14325846289364,311.3608864676018,54.049817109609556,57.65248815372984,41.380361241967606,9.995355100667277,12.461355374023407,9.976504784761794,8.168479929342016,10.183763382084653,8.15307493116187,49.873911604566494
239.21857898875922,239.06140165801574,239.20570633799633,62.669111491866225,62.93855841663339,62.534879017817055,12.623563121862196,12.669508440880334,12.595846574304298,8.086667937437632,8.116100557577651,8.068912687647282,49.929233053438125
228.7371592430342,186.95656862968275,215.1330852188354,37.52216818035151,36.70663079073496,37.89375450409462,8.21320215664886,6.567092229953125,7.801223248344218,2.4912431947941083,1.9919421822841463,2.3662810141321127,50.16324113039316
241.7399846422516,241.08277463826437,243.84077984257272,40.18491348952049,40.22788746237243,40.27389703005264,8.477108964551016,8.463103368317235,8.569712093120856,4.744075808622702,4.736237805058531,4.795899639587723,50.046210347426324
237.93008408072677,153.39027360367453,233.23132466090794,37.62184501173151,41.75795543120968,33.04225170099029,7.122538669250913,5.096621902558986,6.131996266769091,5.421848886518555,3.879671992051358,4.667824026656292,50.213303337465625
231.0379913064286,236.21272573915036,233.00574763548948,44.106352430557884,45.822755926589736,44.79326127498152,9.589469943263728,10.185786185198152,9.821761324791764,3.447190163145933,3.661551905294622,3.530693481903351,50.0849602097021
225.85502494538963,253.66546972145312,170.2419005800698,44.39818959803031,26.691210359759683,37.769702164986604,9.819253817655612,6.629993280009232,6.296417055292827,2.0332481607803046,1.3728560125745946,1.3037832237476936,50.07472936051233
235.80968658873388,221.72026210955318,236.22922785167046,47.8231879677278,49.787639801697004,54.81330266449896,10.690050318953338,10.464211457216003,12.274369297591372,3.5912963094678974,3.515426295156203,4.123544402904357,50.10987768519872
233.40976485647482,227.71887864658945,279.98993883437976,46.89733243406544,65.07596059053179,29.862023635835804,8.741704489092532,11.834463752674171,6.6771421234842485,6.588170019407371,8.91902253026457,5.0322162695101085,50.03241663524884
227.76613244105047,202.3083625743813,151.66307690283332,61.581108735000676,61.511314844643245,75.59547360366054,13.5535695636154,12.025022104833335,11.078799244060997,3.609983369342668,3.2028558683876853,2.9508300994529955,50.079166269396296
225.87251401603743,209.84129775723568,231.66883104214338,46.78614158347007,44.107381653033684,50.24265566769659,7.655293330632605,6.704763461768999,8.431821693595651,7.285110816389164,6.38054516098181,8.024089054312228,50.04129314542756
234.3627079571524,209.52805414714635,158.19892379001516,35.51915658502676,46.574135884112,48.2803721670807,8.090503617611741,9.484433371385789,7.423326082438434,1.959289636758664,2.2968597374621416,1.7977182325141006,49.85925362256234
229.90491896048655,229.1573073219336,231.90141637536212,39.97470635362191,40.690398813293164,40.25210498284321,7.466828242997524,7.5757960240959745,7.58393520464559,5.358133107452059,5.436327470111566,5.442168077575829,49.99814868640076
230.44436503065873,231.16077114335653,235.31581622427598,56.90143991711113,59.100514617788264,57.022965547593046,11.23658571200753,11.707129341511832,11.498625702188505,6.758686626108671,7.041713607546003,6.91630088924282,49.95987795281142
237.2557180389752,216.63059853109448,263.4974022303214,59.59270826085207,58.94451708447552,51.10350094079492,10.695034752969976,9.659076435920575,10.185899349391892,9.247668592050493,8.35190720253366,8.807434821004307,50.215318245751156
233.92003205457084,182.56734100694064,249.25967350864926,28.76104275690193,30.876658762739684,34.42556434937759,5.037664325456104,4.220953538821126,6.425253600015372,4.459261853892363,3.7363222094026423,5.687534227985511,49.947424497831925
223.3988339648968,202.0913615630744,173.56319840953793,68.31458765854353,71.23176672466435,71.68043114445177,14.538553382448002,13.713499913163115,11.851821328734838,4.641203709411262,4.377818410930975,3.7835069052063828,50.11794401207213
229.56793246584192,227.4951132005025,234.51752069310626,48.85460154747382,48.62443911959115,50.10880122075398,11.214499942364288,11.060885367442062,11.750396507643531,0.1459684895669962,0.14396903461206165,0.1529437459404392,50.123781631197346
230.0262184985909,242.9348021716738,241.12430244517302,50.46980593764742,44.30370343563995,55.247586866704864,9.373979004831343,8.690500084199508,10.756458337495882,6.84880933340909,6.349446489903777,7.858875320533458,49.95499345285207
237.7068549845909,240.455967081236,241.7750126596626,53.323140119795916,61.39448021423159,59.32356363508548,11.005706226665755,12.818150879423367,12.453721227990904,6.287849433667899,7.323346733767011,7.115138488864074,49.92515134634434
228.75517925760462,273.08196558107477,217.66860026015735,59.71570950954356,56.66246529444681,47.52898217445912,11.355003177335746,12.862228298286313,8.59967475302657,7.593885259011167,8.601872174492009,5.751204321073703,50.064537594958516
237.22169395990906,225.71405174127543,260.4289255584848,47.305931655554424,54.16484198814736,49.00569775945598,11.052049475634824,12.04062123497597,12.56922828318753,1.945593663765228,2.1196210199937346,2.212676568278183,50.071754225579596
221.48308780322424,220.74221067669853,188.82496880734166,49.44452301103381,54.975036423569094,48.8390396753983,8.089201349805561,8.963916405403639,6.811980904396884,7.3818679287776074,8.180096423348777,6.216329795131323,50.03840654489393
229.62348172622438,235.87632431689613,246.81738091301446,53.66598246096848,53.1372710457798,53.085130209729144,9.263126587740066,9.42162501538779,9.848970653011264,8.127119360823212,8.2661799283103,8.641116940386738,49.90601202136727
227.3487119081378,217.52286360768926,205.68183210495627,42.07127167737656,42.189859924933245,41.860915457380294,8.989266625040944,8.625000320712687,8.091905052886483,3.2679397257800438,3.1355150935679608,2.9417147229680216,49.989296964004545
230.21067040870963,264.4220152151786,200.61822952675902,43.00274492007414,37.58338004829048,48.06517149777157,7.551531583364799,7.580657265776839,7.355535657096489,6.401425422739399,6.426115233248539,6.235279881094418,50.02139799107342
228.62474151424178,257.70717437322105,207.6048287185516,26.98078835264415,30.91881860378025,27.113168376596914,5.302631775184788,6.849565259185181,4.838729328810784,3.151537639818858,4.0709337638224845,2.875824355748558,49.84848089378014
234.8431157815221,214.9854029829834,230.26386659015205,48.72082408519233,43.90307782982486,48.46628162051052,9.114769892687045,7.5189498943633835,8.890347657736989,6.9162573605645346,5.705354404210432,6.745966508176369,49.904445955939956
226.76713557878736,258.7723135726618,226.64748748454127,39.18451996385605,32.28736758000793,57.92204472601516,8.207172126680682,7.717014984218656,12.125333445309293,3.405742279461222,3.2023410496714955,5.0316674403607,50.16871416350725
235.0726634634365,253.29211780447193,210.09080101189107,39.62753845673544,35.91106932121761,42.29867729427025,9.277666454285615,9.059193649114583,8.850613067176836,0.8370601119005515,0.8173488114733609,0.798530018394586,49.98096613219164
223.0071621309043,218.82661160421816,218.32847475521064,55.62969236690571,54.083828283543966,50.96036840817982,12.340237513849349,11.77241626625152,11.06728232900102,1.2739323495098935,1.215313878411415,1.1425200661049222,49.93493574308782
233.42321100777585,244.00684381728843,201.13588757725455,47.6105195313359,50.262771566887466,42.447310967860474,10.008650180375632,11.045286634050473,7.688972362432027,4.830588870321431,5.330912532897799,3.7110163357492074,49.90924363379584
230.49666152714613,249.72980562499802,195.02753938936567,57.51387123371789,53.16964498971834,59.66658427041167,10.243798669892254,10.260249784421905,8.99188847929621,8.414639040571103,8.428152600827707,7.386273225842621,49.833059471887864
216.2952257777015,201.17083483997138,253.2554537983129,52.59722501721482,53.37001215449435,47.947370612469506,8.140441647848098,7.6824637942885925,8.688840094264874,7.94723940361721,7.500131027776906,8.482622363262642,49.90956833748956
225.69793317358022,218.94052749794997,234.73649357820463,46.154444557701744,48.97160823407898,44.312529181985724,8.578913358083403,8.830020207861597,8.566399463416142,5.908921931526884,6.0818774924328505,5.900302701612583,50.100629280921446
242.16924039201209,248.6543405255022,260.8166690646548,55.7707212718054,56.513244513611234,68.89562173457104,12.865077264592083,13.385464431196942,17.116466954713154,4.111028945708443,4.27731840210959,5.469558375117846,49.9796954613957
231.68801331037602,228.4195055801824,239.5081104569654,45.881230338775325,46.77398727661179,42.2540664925017,10.238518800176964,10.290490866967708,9.747365407226248,2.8587444966245483,2.8732558593339355,2.721607271357934,49.95123937759275
231.80389212336715,218.14020990769282,253.04628795671493,62.012139221639444,52.21798202097226,58.307838822934116,12.230188346802848,9.691511584916004,12.553436312732186,7.553357266584688,5.985471963173114,7.752995023839617,49.95919246269784
231.63463686882082,139.43534227432815,243.59943240492248,47.80899471191136,39.788384965056565,49.306435696585154,8.864598839699145,4.440942522120837,9.614481210287817,6.637561052961439,3.325252237163845,7.199051776606038,50.08294055811835
232.84468337234821,260.39601176077355,218.94254608975123,53.38496407494414,53.89376397587489,55.88894534215283,9.86373301017174,11.13599101588684,9.70984072548295,7.564505336241149,8.54020109598879,7.446485210642229,49.95847120860992
234.15167908272122,217.39875190436112,263.23214270302105,41.43916174091133,38.78941397398851,51.25181413609067,7.228531367602323,6.282204893002373,10.050553815698672,6.472827822001483,5.625434621089234,8.999823208397615,50.00715662372194
227.7768122087718,273.6802594714784,173.71500617999038,57.56988616645352,64.83219591404662,59.59293193172312,10.53910190482335,14.260440047421891,8.320143400302944,7.80258503296064,10.557663934013512,6.159787328517926,49.907783467582234
221.1063987554786,220.71429534078888,239.75458768686903,64.96044311489183,65.23728969385773,64.64937559085972,13.812157842123394,13.846423653735014,14.905361164472504,3.9401697697137723,3.9499447170167246,4.2520259425222084,50.06543656563541
230.23457717475128,237.18409249847548,238.25387869744208,51.09394794604893,54.17395733745228,43.153839332121876,10.375660204159232,11.333181693182803,9.068493614405478,5.5432668524501745,6.054829203777504,4.844904234068775,50.07257666238987
237.96593313319698,232.26744663778,261.7024010853988,44.88784323568815,69.88991911998971,39.09612188447237,8.551394957697402,12.995599580454936,8.190960376987912,6.4010948186956105,9.727777228370714,6.131293699875636,49.90103951797414
229.3329957105423,223.65032724911734,260.7307503703524,39.87895624739832,43.25455306013711,35.48051179383192,7.642628312970588,8.084139118823106,7.730623845553883,5.023097586747575,5.313279415901419,5.080932421736679,49.83451433281342
228.70204324318198,222.44987789386147,225.09792770071377,34.96857046881894,38.977635744923745,40.3532342533248,7.115106458954852,7.714026807696084,8.081338992171366,3.651493279731375,3.9588609405160637,4.147366619371636,49.975425693591404
220.77547379851953,220.77821859328637,218.11529143604574,47.31111309445169,47.44618404890999,47.43852868086147,9.661624536074434,9.68932847109833,9.570915665737717,3.9691086232696904,3.980489724552532,3.9318443559494045,49.88934740912583
230.99042380383926,230.07099822138278,229.1290659997555,48.556395880760576,49.49569560460643,49.06391808789234,9.334330474310148,9.477025787125372,9.355891245234773,6.218547400131132,6.313611268821038,6.232911223690534,49.94263379931198
216.70324321475314,218.77302169580202,215.63295696344235,62.46085192497629,62.06526676127127,63.28015523778224,10.574225284459663,10.60761224588577,10.660017523620864,8.449537603994942,8.4762160961269,8.518091538815003,49.79266097675919
224.44712077267084,226.03200694947034,223.53933736788542,67.52270443423623,67.33182126781355,67.54946058274236,11.42046173944185,11.468591905811326,11.378778426147342,9.962703568358695,10.004690187741945,9.926340897253551,50.093567839314744
229.34827427006397,233.07113525492122,230.42164389155812,37.778721911080545,36.8435613559495,38.03006550805217,7.097556453699611,7.03422429753596,7.178214996650763,4.9697069390524,4.925361781954343,5.026184027077427,50.071299843017236
224.59468336200052,224.4095472021594,225.65012229082578,56.15935606944264,55.942252658692105,55.99793702900978,10.26589362920477,10.217777679017379,10.284490235938438,7.328133311404585,7.293786559907471,7.341408182371141,50.05931012579684
225.91847295472576,261.7121382331312,175.5748759841391,34.433708264760966,20.8904403794334,31.032582086637845,7.658913012152829,5.38273573101003,5.364285458581167,1.3627809718775614,0.9577716601854974,0.9544887295461085,50.060600995134564
227.27540456595526,272.675617718694,282.6643193570862,53.991361143520706,50.98821448299476,73.2711044294757,9.53899076613698,10.807912554308885,16.10013217422391,7.718992763128764,8.745809786020374,13.028296890634216,49.99623652975752
233.36128642206887,175.017167545744,159.56924152557065,51.708654381279416,52.70110328447741,57.14121223865648,10.452904895170422,7.989972981701205,7.898481093593873,6.028631334979627,4.608154571977398,4.555387339416509,49.98160166636473
235.1457781866282,262.2914133915774,249.24209113170804,54.72597482413043,48.69823944735904,53.77654871966205,10.48714221913428,10.409354513077032,10.922970943301193,7.4578984403124124,7.402579956062112,7.767836676515342,50.02560297343139
234.03296623956842,231.37100197497904,223.06145845638412,43.75181422304321,44.081983757814086,44.71795719426265,8.363398985550978,8.330666906062,8.147346853656591,5.907469096173739,5.884348861402121,5.754861132051309,50.00260910502109
225.3838337694455,252.83606349867972,217.4488064427551,36.48315394383666,48.271816738933865,37.02305541755699,6.286117092980172,9.330394204206723,6.154554390345479,5.3007303913497665,7.867798736479614,5.1897909344626845,49.90241267470227
230.89518398274484,192.31778171469557,222.85407199993523,44.24362173762226,49.14336315769142,45.44741127293159,7.381221566945869,6.8288411786311585,7.318000271600998,7.062354569089166,6.5338368808030785,7.001864418510021,50.01220098146454
229.8250575475152,250.3682439997748,235.86175336825218,67.7080063563551,68.93937001317207,65.02769201468274,13.648070714931587,15.138415252988663,13.45208872405364,7.474943244173097,8.291193472423464,7.367605416776734,49.93730329422122
234.64741253672383,178.9756489814168,279.56840435354997,42.728628241751316,40.65325013395045,43.825787279474824,9.220735052969701,6.69144698125309,11.268046676644683,3.937254208154988,2.8572481081212233,4.811456347074794,49.97524813644485
232.7989522396552,238.07251073973848,232.13393010541796,60.807807255546216,56.99649561824262,62.85130179533465,10.053357390850053,9.636696108742607,10.361524519085895,9.966050678232886,9.553007821831539,10.271541580223413,50.08339221545489
230.66923827123,278.67978292040664,210.87726089465554,39.189434595917376,38.446074243268846,47.384367829056174,8.57582621010354,10.164236369704787,9.479428058828706,2.8588695484035505,3.3883879090145452,3.1600976453719873,50.10531528533329
230.48060388470492,229.38618178595593,235.00426968876098,45.377247112949576,44.57502162573156,45.17637828445138,8.310249045550444,8.12456889599059,8.43584662273734,6.349925863098847,6.208046218157824,6.445895947671541,49.95655037725677
230.67492360409844,243.39862818102188,210.8882586177518,64.46977884353733,65.37195108233841,66.33608577977795,10.518956232329641,11.25448574551186,9.895057561418222,10.512606506700992,11.24769202045044,9.889084449713318,50.019655477651156
230.41141994637712,261.5217478921851,237.33969634923866,60.654803750653514,65.06883172070062,52.584158033023215,12.875329214604541,15.677252735497204,11.497791982192437,5.435269984168289,6.6180910644843145,4.853748017109699,49.94827115498996
221.20700500002926,204.79461951329972,189.6636471192212,45.798131829041424,42.07136516928618,41.516438679592255,9.15723228945635,7.787942554358642,7.117406688871562,4.333540659725255,3.685542164719006,3.368219818289282,49.97182153911395
234.9216119923829,253.9629422515764,280.6643088071037,47.86011155774491,55.019253758384224,38.22979604046388,8.465793425205765,10.520976091956278,8.079047424863722,7.398906210856441,9.195087978319693,7.060899217272722,49.99505362903476
230.36981482036785,212.58392549761984,216.97938630526014,43.76859473575236,42.457997111704614,34.61962361548062,9.35166130827523,8.371253984609188,6.966929432568414,3.7699568869939704,3.374723011421138,2.8085944015391706,49.94445228808397
225.83822213447885,232.3546414650666,235.4938397947924,54.71415556386404,59.9903791164725,52.83384122409435,11.90229941233459,13.426619538329783,11.9846529341256,3.3195689085048605,3.744704045974011,3.3425374275256488,49.9447776955719
230.8234891371857,253.04304320185452,196.05068984220128,43.87211309515614,53.50267308751588,44.802946050747565,8.329586642668477,11.135886053192786,7.224866769416233,5.7591950188238155,7.699510460604504,4.995375940619022,49.961229844006404
223.10340385992737,229.79374156693714,219.14850797328108,42.69069960058081,43.253777125682895,39.86963576189144,8.359814066024306,8.724074881459014,7.668985846701119,4.563822257859822,4.762680941081432,4.186682625470341,49.99668730271262
225.64888378928245,174.51817489290391,233.13489127335023,45.10560557481778,48.24175947519627,47.17731322181766,9.135143354657618,7.556409077032765,9.871704322579841,4.487921726443761,3.712319681707198,4.849780084047223,50.10441608770691
234.10241090598683,267.37603051632743,247.7773455348212,55.07274031107298,51.05676890883291,52.78187781674034,11.9006029300413,12.600918154975416,12.071822053080274,4.9594722334567996,5.25132248114133,5.030826306148785,50.10666746895892
225.83220506360368,217.19229919720195,257.1342835619587,53.686733088729014,53.71514840037678,41.292984395256596,12.05576259170581,11.600669052988083,10.557913302106776,1.2863327323516858,1.2377748986450798,1.1265143422096537,49.960666118767264
223.2007192951004,300.80291408250173,208.80206814382908,57.46253566027221,59.54145177804141,61.65827821903915,10.293398332456286,14.374073531396595,10.332480451139773,7.651405104154531,10.684698680982237,7.680456066015505,50.06454841811411
230.23977025141554,231.06754739392633,229.36094101266346,56.078965097165394,56.49772999429543,55.6641432624221,11.781217757953323,11.91186610682993,11.64943441289079,5.283231048886216,5.341819679319147,5.224133434813981,50.01866091231564
230.66484837073438,227.45985969327015,229.5584836116919,42.99879185060827,43.16671189360897,42.93885221817141,9.235158694794503,9.142404422082707,9.178051107293513,3.617279809091475,3.5809492847360613,3.5949115824003957,50.11950466289248
219.8237987968725,204.34364613209527,227.98807190021984,44.44800473306802,43.96165981674371,47.149545160006134,7.486634508468863,6.883271061944913,8.236624854900588,6.2783320875044355,5.772348246239917,6.907278038050628,50.18811570694406
231.21900356885598,269.38004619053294,181.0513498651751,44.359213692632714,42.24437162451001,43.26961628113092,9.144434653918523,10.145741053160263,6.984483685054094,4.645327764078495,5.153986483046312,3.548083310544716,49.87196956013291
233.16633751151787,273.8074411264943,200.99016136752894,34.74474829075261,32.712173525364804,28.16074641481705,5.746582011703733,6.353444435907464,4.014889056949998,5.710337059789525,6.313371869710714,3.989566271942553,49.930809193011875
223.74230287904777,273.50319301333417,213.49630294532818,64.4376460407326,67.0485670361509,71.28970139944254,13.74607935914519,17.484087754234007,14.511363823297797,4.348276980657198,5.530715655220389,4.5903582848739894,49.991784882160744
233.61270040145038,241.15446172747846,227.38998634275742,56.42722759867544,57.072170921585844,56.361911603959705,9.722546039293066,10.151133514487823,9.452613394880107,8.90170250704877,9.294105709565079,8.654559414303913,50.132915253013245
226.61803848970365,222.3920852586776,228.28594581927334,68.00940432910815,66.9875803203865,67.601931181321,12.893287898038437,12.46274907099455,12.910364713198408,8.443798640090307,8.161839283326673,8.454982225671047,49.99598420493557
234.9787611834068,263.22892264980726,245.24993932118818,45.47693680750923,38.91493841094829,48.3502681903238,7.607291379926872,7.292227193752984,8.441469062656767,7.504808866720499,7.1939891044825215,8.32774882749164,49.75761206733711
225.16511928435392,192.22682963177812,275.8259205227219,49.5228864385802,52.76751652268375,44.10587234159764,8.978512679327155,8.167290340497495,9.795550073003191,6.612657911129397,6.015194165391406,7.2144044339605315,49.99963974609094
230.18830116583968,256.004943153764,217.30552711814022,39.983799901050844,43.52133766503586,37.45833778430318,6.731388621301266,8.14869265095256,5.95328433546646,6.276814192070144,7.598406889844544,5.551255722784444,49.9718899707114
236.99677718293,215.89578011094645,259.2233241050788,59.246336829127685,62.03481057313783,55.137591527979154,13.261168110710834,12.649036657259543,13.498941155274183,4.6148089780494335,4.401790810754513,4.697552607541835,50.005963036992014
235.44504990892386,243.7956627093213,227.75654625350472,63.173940656343255,73.04581898759245,64.09915497573346,10.681097044833843,12.78820726334967,10.483625569800683,10.351318387349531,12.393371620041068,10.159943840155762,50.01975996046924
226.74290998192777,245.7836352325102,202.98281702249554,45.16114165945678,35.09434747896792,51.1986887223313,8.698430634173793,7.327104937298358,8.827960674845034,5.403171571244076,4.551350325332906,5.483631261366491,49.96796526918057
235.64662218769752,223.79437829510044,230.36845800033396,67.27543170100711,68.5645501482146,67.75883044325967,11.243042099640133,10.882155528108564,11.070189144572968,11.176710153986704,10.817952748942082,11.004877000563964,50.0436323669674
228.71311731288327,250.82424297880655,197.91037864731143,33.314159261224106,19.46764742368519,21.714517853091188,6.991374899218097,4.480491342085176,3.943314544176413,3.0291431259681243,1.9412561542587112,1.70851432189082,50.03992231226053
240.0086855126507,172.3517400180731,273.1751574034826,60.78680833431296,55.62787245793647,62.40153803808291,11.134581453691522,7.317213379841225,13.009904042908127,9.427119305062156,6.1951357398791895,11.014865540297773,49.99614915304993
237.38270174862947,250.41570006444792,227.78453476839238,63.800913541474515,66.11875569055033,51.98628542014073,14.557976363417822,15.915169562254018,11.382510662486,4.176531313014356,4.565895861441108,3.265523381536223,49.93744372984905
229.74788574139257,210.6524299807731,235.93276447274425,57.716987106483444,58.86374387456305,57.40501168745094,10.309131376633124,9.640093639743695,10.529432492170004,8.340194549087318,7.7989360586788585,8.518420443765812,49.71514573793699
223.52659262139548,238.98474342977283,211.37452676127126,61.608267873785195,46.51883532124111,41.288989291288416,13.064147619777883,10.546585851543265,8.2794174953605,4.355555298976846,3.5162062791039186,2.7603378187311196,49.95322987986881
231.270869461231,207.47016416038406,255.31831541764038,34.434181013402494,37.64743538176029,41.97878412081528,6.708470492556977,6.57966632424443,9.02868805807075,4.291353475583171,4.208958507017547,5.775577595659986,49.95718848390341
231.90967726115775,234.17069913529102,226.69291723990193,54.300416471910694,53.627561119640475,54.400012984867914,12.353298658748319,12.319171699269306,12.097562203669467,2.4442635072122108,2.4375110369634982,2.3936626675595263,50.10302834540318
226.56228274330203,217.999788170766,228.58876727950826,57.32640077215579,57.355777215041606,58.75711745979888,12.473357054431698,12.008100328332405,12.899011632680297,3.619877555621422,3.4848559753796895,3.743406245414052,49.991928341989144
234.99005054929827,234.09333268004775,239.12880196554894,21.037446218063106,19.72686400597529,21.423678509930824,4.118629202389969,3.847311017694949,4.2681151879928265,2.734224025451101,2.5541047035406885,2.8334629113081706,50.20883747047807
226.74643231327454,225.76232772528465,257.4272784752023,48.09317599236653,61.969294653654764,50.2238371790547,9.500211519317535,12.188138521018304,11.263511583434969,5.353881590338528,6.868673430637825,6.34759628104041,50.021743287317975
235.5276296647899,214.81893793662064,240.90187115894454,61.8703030556038,58.831133749657404,65.82920187782217,13.620831381638137,11.812975273587176,14.823073939563418,5.178896534384097,4.491515605106033,5.636011789853876,50.06387302220292
228.73809978267775,160.65303118973924,271.04593846736367,66.13711269058646,57.93421740093011,71.14421481469506,14.04922681204383,8.64356202104616,17.90816875349397,5.610521747917959,3.4517837420764312,7.151580054977143,50.0453534301514
